|dname|id|smiles|cid|len
918|BMS 195614|4244|CC1(CC=C(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)C4=CC5=CC=CC=C5N=C4)C|445091.0|70.0
919|BI-847325|2389|CCNC(=O)C#CC1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=C(C=C3)CN(C)C)C4=CC=CC=C4|135567102.0|70.0
920|1096708-71-2|2464|CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl|25161177.0|70.0
921|ALISKIREN|129|CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N|5493444.0|70.0
922|NCGC00090782-07|3356|CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O|73265381.0|70.0
923|CHEMBL585951|4291|C1COCCN1C2=CC(=CC(=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5C=NC(=N5)N6CCOCC6)F|25222038.0|70.0
924|CHEMBL416657|3272|CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)[O-])CC3=CC=C(C=C3)Cl|17756950.0|70.0
925|CHIR-98023|2300|C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2C3=NC=CN3)NCCNC4=NC=C(C=C4)[N+](=O)[O-]|9847557.0|70.0
926|VE-822|2020|CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N|59472121.0|70.0
927|Balsalazide Disodium|4137|C1=CC(=CC=C1C(=O)NCCC(=O)[O-])N=NC2=CC(=C(C=C2)[O-])C(=O)O.[Na+].[Na+]|135413496.0|70.0
928|PAZOPANIB HYDROCHLORIDE|91|CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl|11525740.0|70.0
929|CHEMBL2325079|2602|C1CC(CC(C1)NC(=O)C2CCN(CC2)C3=NC4=C(O3)C=C(C(=C4)Cl)C5=CC=C(C=C5)Cl)CO|53252516.0|70.0
930|FLUOCINONIDE|730|CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C|9642.0|70.0
931|QL47|2291|CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5|71748056.0|70.0
932|PRX-08066 MALEIC ACID|1958|C1CN(CCC1NC2=C3C=C(SC3=NC=N2)Cl)CC4=CC(=C(C=C4)F)C#N.C(=CC(=O)O)C(=O)O|51348293.0|70.0
933|Eltrombopag|3415|CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C|135449332.0|70.0
934|Pralnacasan|3594|CCOC1C(CC(=O)O1)NC(=O)C2CCCN3N2C(=O)C(CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54|153270.0|70.0
935|CHEMBL3348944|3349|C1=CC=C(C=C1)CC(C(=O)NCC2=CC=CC=C2)NC(=O)C3C(O3)C(=O)NCCC4=CC=C(C=C4)O|73265198.0|70.0
936|Dabigatran|2885|CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N|216210.0|70.0
937|miransertib|3617|C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N|53262401.0|70.0
938|Rolapitant|3897|CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4|10311306.0|70.0
939|NCGC00263527-02|3327|CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O|73265199.0|70.0
940|MKC-1|3623|CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)[N+](=O)[O-])C|5327686.0|70.0
941|AP-768|2867|CN(C)C1=C(C(=NC(=N1)CC2=CC=C(C=C2)NC(=O)C3=CC4=CC=CC=C4C=C3)Cl)CC(=O)O|9826188.0|70.0
942|CHEMBL3348884|3387|CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C|73265413.0|70.0
943|RALOXIFENE HYDROCHLORIDE|99|C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl|54900.0|70.0
944|204133-10-8|3305|CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)C(=CC4=CC=C(C=C4)Cl)C2=CC(=C1)Cl)O|108031.0|70.0
945|TG101348 (SAR302503)|1748|CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4|16722836.0|70.0
946|ELTROMBOPAG|373|CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C|9846180.0|70.0
947|nelfinavir|4167|CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O|64143.0|70.0
948|CHEMBL3183463|3403|CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]|406562.0|70.0
949|Indimitecan hydrochloride|2332|COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6C=CN=C6)OC.Cl|45027820.0|70.0
950|CIL56|4267|C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)C4=C(C3=NO)C=C(C=C4)S(=O)(=O)N5CCCCC5|654092.0|70.0
951|CAA0225|3596|C1=CC=C(C=C1)CC(C(=O)NCC2=CC=CC=C2)NC(=O)C3C(O3)C(=O)NCCC4=CC=C(C=C4)O|50909779.0|70.0
952|SGI-1027|1838|CC1=CC(=NC(=N1)N)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=CC=NC5=CC=CC=C54|24858111.0|70.0
953|FRAX486|3749|CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)Cl)Cl)NC4=CC(=C(C=C4)N5CCNCC5)F|68060125.0|70.0
954|MASITINIB (AB1010)|1575|CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5|10074640.0|70.0
955|OPROZOMIB (ONX 0912)|1856|CC1=NC=C(S1)C(=O)NC(COC)C(=O)NC(COC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C|25067547.0|70.0
956|PF-573228|1673|CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4|11612883.0|70.0
957|WAY-100635 MALEATE|1703|COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4.C(=CC(=O)O)C(=O)O|11957721.0|70.0
958|ANDARINE|1510|CC(=O)NC1=CC=C(C=C1)OCC(C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O|9824562.0|70.0
959|CCT137690|1863|CC1=CC(=NO1)CN2CCN(CC2)C3=C4C(=NC=C3Br)N=C(N4)C5=CC=C(C=C5)N6CCN(CC6)C|25154041.0|70.0
960|ERK 11e|2935|CC1=CN=C(N=C1C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl|11591420.0|70.0
961|ZM 447439|1550|COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5|9914412.0|70.0
962|LUMEFANTRINE|244|CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)C(=CC4=CC=C(C=C4)Cl)C2=CC(=C1)Cl)O|6437380.0|70.0
963|CHEMBL3348950|3555|CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)C=NN5C6=CC=CC=C6)C|73265302.0|70.0
964|DOVITINIB (TKI-258) DILACTIC ACID|1627|CC(C(=O)O)O.CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3|11248671.0|70.0
965|JS-K|4196|CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]|9572720.0|70.0
966|ENZALUTAMIDE (MDV3100)|1715|CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C|15951529.0|70.0
967|ACLIDINIUM BROMIDE|1662|C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5.[Br-]|11519741.0|70.0
968|CGS 21680 HCL|1593|CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O.Cl|10256643.0|70.0
969|LOPERAMIDE HCL|959|CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl|71420.0|70.0
970|BI 2536|1642|CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C|11364421.0|70.0
971|MOMETASONE FUROATE|1141|CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C|441336.0|70.0
972|SOFOSBUVIR|4211|CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3|45375808.0|70.0
973|TOFACITINIB (CP-690550) CITRATE|1587|CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O|10174505.0|70.0
974|BOSUTINIB METHANOATE|2064|CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC.CO|46780884.0|70.0
975|HAPA-gentamycin B|2990|CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O|3755.0|70.0
976|MK-4101|3979|CN1C(=NN=C1C23CCC(CC2)(CC3)C4=NOC(=N4)C5CC(C5)(F)F)C6=CC=CC=C6C(F)(F)F|16222379.0|70.0
977|CHEMBL3188517|3548|CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CNC4=CC=C(C=C4)C#N|56645961.0|69.0
978|LY411575|1606|CC(C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)C(C4=CC(=CC(=C4)F)F)O|10435235.0|69.0
979|U09Q76B8VK|3780|C1CC1C(C2=NC3=C(C=CC(=C3C(=O)N2C4=CN=CC=C4)Cl)F)NC5=NC(=NC(=C5C#N)N)N|86763204.0|69.0
980|BAY-1436032|4008|CC1CC(CC(C1)(C)C)N2C3=C(C=C(C=C3)CCC(=O)O)N=C2NC4=CC=C(C=C4)OC(F)(F)F|118310260.0|69.0
981|HA130|4118|B(C1=CC(=CC=C1)COC2=CC=C(C=C2)C=C3C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O|46911532.0|69.0
982|JPH203|4003|C1=CC=C(C=C1)C2=NC3=C(O2)C(=CC(=C3)N)COC4=C(C=C(C=C4Cl)CC(C(=O)O)N)Cl|24853505.0|69.0
983|CHEMBL3348916|3299|CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl|73265309.0|69.0
984|CHEMBL3348967|3400|CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C|73265402.0|69.0
985|Netarsudil|3808|CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)C(CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C|66599893.0|69.0
986|Olmutinib|3721|CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC4=C(C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)SC=C4|54758501.0|69.0
987|piperaquine|2590|C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl|122262.0|69.0
988|936091-15-5|2424|CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)CN4CCOCC4|16722834.0|69.0
989|NCGC00164789-05|2975|CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F|73265375.0|69.0
990|TP-0903|3634|CN1CCN(CC1)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)N(C)C)Cl|56839178.0|69.0
991|ERISMODEGIB|1822|CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F|24775005.0|69.0
992|staurosporine|2392|CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC|44259.0|69.0
993|PF-3758309|2726|CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)NC(CN(C)C)C5=CC=CC=C5)SC=C2|25227462.0|69.0
994|CHEMBL3128069|3510|CC1=C(SC(=N1)C(C)(CO)O)C2=CC(=C(N=C2)N)OC(C)C3=C(C=CC(=C3)F)N4N=CC=N4|72710568.0|69.0
995|CAMOSTAT MESILATE|1365|CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O|5284360.0|69.0
996|SID 26681509|4347|CCC1=CC=CC=C1NC(=O)CSC(=O)NNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)OC(C)(C)C|16725315.0|69.0
997|VX-765|1646|CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl|11398092.0|69.0
998|MYRICITRIN|1339|CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O|5281673.0|69.0
999|SCHEMBL3489513|3499|CCN(CCCO)CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F|57519548.0|69.0
1000|Preladenant|2564|COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6|10117987.0|69.0
1001|WZ4002|1903|CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC|44607530.0|69.0
1002|ZINC208949883|3072|C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O|73265236.0|69.0
1003|936091-56-4|2423|CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=CC(=C3)CN4CCOCC4|16723044.0|69.0
1004|MLS003678589|2364|C1CC(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)O|50985821.0|69.0
1005|UNII-V9GGV0YCDI|2337|C1C(C(C(C1NC2=CC=NC3=CC(=NN23)C4=CC(=CC=C4)SC(F)(F)F)O)O)COS(=O)(=O)N|71715374.0|69.0
1006|NCGC00262398-02|2283|CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4|70789547.0|69.0
1007|BAICALIN|898|C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O|64982.0|69.0
1008|STF-118804|1767|CC1=CC=C(C=C1)S(=O)(=O)CC2=C(OC(=N2)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4)C|20916937.0|69.0
1009|minocycline|2493|CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C|54675783.0|69.0
1010|N-Desmethyl Imatinib|2308|CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCNCC3)NC4=NC=CC(=N4)C5=CN=CC=C5|9869737.0|69.0
1011|FGF401|2299|CN1CCN(C(=O)C1)CC2=C(N=C3C(=C2)CCCN3C(=O)NC4=NC=C(C(=C4)NCCOC)C#N)C=O|118036971.0|69.0
1012|CHEMBL3188661|3570|CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)NC(=O)C=C)NC(=O)C3=CC=NO3|73265214.0|69.0
1013|GW1929|4029|CN(CCOC1=CC=C(C=C1)CC(C(=O)O)NC2=CC=CC=C2C(=O)C3=CC=CC=C3)C4=CC=CC=N4|6518171.0|69.0
1014|GDC-0941|1764|CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6|17755052.0|69.0
1015|TORIN 2|1959|C1=CC(=CC(=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CN=C(C=C5)N)C(F)(F)F|51358113.0|69.0
1016|CHEMBL2132441|3153|CN(CC1=CC=CC=C1N(CCO)S(=O)(=O)C2=CC=C(C=C2)OC)C(=O)C=CC3=CC=C(C=C3)Cl|57519549.0|69.0
1017|MICONAZOLE NITRATE|934|C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]|68553.0|69.0
1018|Oxacillin sodium salt|2832|CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]|23667631.0|69.0
1019|PFI-2|2489|C1CCN(C1)C(=O)C(CC2=CC(=CC=C2)C(F)(F)F)NS(=O)(=O)C3=CC(=C4CNCCC4=C3)F|71300326.0|69.0
1020|BECLOMETHASONE DIPROPIONATE|783|CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC|21700.0|69.0
1021|TOLTERODINE TARTRATE|1158|CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O|443878.0|69.0
1022|ULIPRISTAL ACETATE|153|CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C|130904.0|69.0
1023|AMG 925|2294|CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)C(=O)CO)C=C5|60202647.0|69.0
1024|BMS-214662|4089|C1C(N(CC2=C(N1CC3=CN=CN3)C=CC(=C2)C#N)S(=O)(=O)C4=CC=CS4)CC5=CC=CC=C5|448545.0|69.0
1025|AGN-PC-0MU5N5|2445|C1CN(CC2=C1C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F)CC5=NC=NN5|9826309.0|69.0
1026|REGORAFENIB (BAY 73-4506)|1613|CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F|11167602.0|69.0
1027|T0901317|1170|C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O|447912.0|69.0
1028|BMS-794833|1885|C1=CC(=CC=C1C2=CNC=C(C2=O)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F)F|44155856.0|69.0
1029|FULVESTRANT|71|CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F|104741.0|69.0
1030|LIMONIN|1098|CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C|179651.0|69.0
1031|PD173074|440|CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C|1401.0|69.0
1032|Indotecan hydrochloride|2333|COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6CCOCC6)OC.Cl|25113758.0|69.0
1033|doxycycline|2747|CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O|54671203.0|68.0
1034|PATUPILONE|1172|CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C|448013.0|68.0
1035|CHEMBL3348872|3334|CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CN4C=CC(=N)N4CCO)C(=O)O|656574.0|68.0
1036|SNX-2112 (PF-04928473)|1821|CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C|24772860.0|68.0
1037|Ceftiofur|3342|CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O|71309.0|68.0
1038|LY-333531|4600|CN(C)CC1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O|153999.0|68.0
1039|BARASERTIB (AZD1152-HQPA)|1720|CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO|16007391.0|68.0
1040|otenabant|2584|CCNC1(CCN(CC1)C2=NC=NC3=C2N=C(N3C4=CC=C(C=C4)Cl)C5=CC=CC=C5Cl)C(=O)N|10052040.0|68.0
1041|IXABEPILONE|78|CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C|6445540.0|68.0
1042|NAFCILLIN SODIUM|1795|CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]|23667630.0|68.0
1043|R406 (FREE BASE)|1618|CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C|11213558.0|68.0
1044|EPROSARTAN MESYLATE|1359|CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O.CS(=O)(=O)O|5282474.0|68.0
1045|NVS-PAK1-1|2447|CC(C)NC(=O)N1CCC(C1)N=C2C3=C(C=CC(=C3)Cl)N(C4=C(N2)C=C(C=C4)F)CC(F)F|137125241.0|68.0
1046|TIE2 KINASE INHIBITOR|1776|COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5|23625762.0|68.0
1047|BETAMETHASONE DIPROPIONATE|2858|CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC|21800.0|68.0
1048|Necrosulfonamide|4318|COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C=CC3=CC=C(S3)[N+](=O)[O-]|1566236.0|68.0
1049|405554-55-4|2694|CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5|135564599.0|68.0
1050|PAEONIFLORIN|1153|CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O|442534.0|68.0
1051|METHOTREXATE|24|CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O|126941.0|68.0
1052|405554-55-4|4367|CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5|135564599.0|68.0
1053|NCGC00181131-02|3053|CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C|73265397.0|68.0
1054|RIGOSERTIB (ON-01910)|1805|COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]|23696523.0|68.0
1055|DIFLUPREDNATE|1159|CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C|443936.0|68.0
1056|TMP195|2479|CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4|67324851.0|68.0
1057|Rigosertib Sodium(Random Configuration)|3152|COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]|73265218.0|68.0
1058|Enasidenib|2526|CC(C)(CNC1=NC(=NC(=N1)NC2=CC(=NC=C2)C(F)(F)F)C3=NC(=CC=C3)C(F)(F)F)O|89683805.0|68.0
1059|LE 135|4299|CC1(CCC(C2=CC3=C(C=C21)N=C(C4=CC=CC=C4N3C)C5=CC=C(C=C5)C(=O)O)(C)C)C|10410894.0|68.0
1060|UNII-L10K286T2H|2354|CC(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(CCl)OC(=O)C)OC(=O)C|86278934.0|68.0
1061|BAZEDOXIFENE HCL|1561|CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.Cl|9936012.0|68.0
1062|XL388|2021|CC1=C(C=CC(=C1F)S(=O)(=O)C)C(=O)N2CCOC3=C(C2)C=C(C=C3)C4=CN=C(C=C4)N|59604787.0|68.0
1063|PD166285|2065|CCN(CC)CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl|5311382.0|68.0
1064|BDBM30026|2190|COC1=CC(=C(C=C1)OC)C2=NN=C3N2N=C(C=C3)C4=CC(=C(C=C4)OC)O[C@@H]5CCOC5|42647289.0|68.0
