"EPROSARTAN MESYLATE","1359","CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O.CS(=O)(=O)O","5282474"
"TERBINAFINE HCL","1360","CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21.Cl","5282481"
"TILMICOSIN","1361","CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)CCN3CC(CC(C3)C)C)C)C)COC4C(C(C(C(O4)C)O)OC)OC","5282521"
"CALCIFEDIOL","1362","CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C","5283731"
"HYODEOXYCHOLIC ACID (HDCA)","1363","CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C","5283820"
"PURMORPHAMINE","1364","C1CCC(CC1)N2C=NC3=C2N=C(N=C3NC4=CC=C(C=C4)N5CCOCC5)OC6=CC=CC7=CC=CC=C76","5284329"
"CAMOSTAT MESILATE","1365","CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O","5284360"
"METHYL-HESPERIDIN","1366","CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O","5284419"
"PHENOXYBENZAMINE HCL","1367","CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl","5284441"
"PHENYLEPHRINE HCL","1368","CNCC(C1=CC(=CC=C1)O)O.Cl","5284443"
"NATAMYCIN","1369","CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O","5284447"
"QUERCETIN DIHYDRATE","1370","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O","5284452"
"DIMINAZENE ACETURATE","1371","CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N","5284544"
"MEPREDNISONE","1372","CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2(C1(C(=O)CO)O)C)C","5284587"
"TROSPIUM CHLORIDE","1373","C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-]","5284631"
"BREFELDIN A","1374","CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O","5287620"
"BIO","1375","C1=CC2=C(C(=C3C4=C(C=C(C=C4)Br)NC3=O)N=C2C=C1)NO","5287844"
"AS-604850","1376","C1=CC2=C(C=C1C=C3C(=O)NC(=O)S3)OC(O2)(F)F","5287855"
"TTNPB (AROTINOID ACID)","1377","CC(=CC1=CC=C(C=C1)C(=O)O)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C","5289501"
"ACIPIMOX","1378","CC1=CN=C(C=[N+]1[O-])C(=O)O","5310993"
"BIMATOPROST","1379","CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O","5311027"
"ISTRADEFYLLINE","1380","CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C","5311037"
"DESONIDE","1381","CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C","5311066"
"NAFAMOSTAT MESYLATE","1382","CS(=O)(=O)O.CS(=O)(=O)O.C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N","5311180"
"LACIDIPINE","1383","CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C","5311217"
"DAPT (GSI-IX)","1384","CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F","5311272"
"JTC-801","1385","CCC1=CC=C(C=C1)OCC2=CC=CC=C2C(=O)NC3=CC4=C(C=C3)N=C(C=C4N)C.Cl","5311339"
"PD123319","1386","CC1=C(C=CC(=C1)CN2C=NC3=C2CC(N(C3)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)O)N(C)C","5311345"
"VITAMIN B12","1387","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]","5311498"
"GNF-2","1388","C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F","5311510"
"SILODOSIN","1389","CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F","5312125"
"SB271046","1390","CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4","5312149"
"ANDROGRAPHOLIDE","1391","CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O","5318517"
"ICARIIN","1392","CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O","5318997"
"ORIDONIN","1393","CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C","5321010"
"AG-490 (TYRPHOSTIN B42)","1394","C1=CC=C(C=C1)CNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N","5328779"
"BOSUTINIB (SKI-606)","1395","CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC","5328940"
"ZM 306416","1396","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=C(C=C3)Cl)F)OC","5329006"
"SEMAXANIB (SU5416)","1397","CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C","5329098"
"BMS-265246","1398","CCCCOC1=C2C=NNC2=NC=C1C(=O)C3=C(C=C(C=C3F)C)F","5329775"
"JNJ-7706621","1399","C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F","5330790"
"PYR-41","1400","CCOC(=O)C1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)[N+](=O)[O-])C(=O)N2","5335621"
"NIFUROXAZIDE","1401","C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O","5337997"
"BAY 11-7082","1402","CC1=CC=C(C=C1)S(=O)(=O)C=CC#N","5353431"
"CARBADOX","1403","COC(=O)N=NC=C1C=[N+](C2=CC=CC=C2N1O)[O-]","5353472"
"SB202190 (FHPI)","1404","C1=CC(=O)C=CC1=C2NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F","5353940"
"SULFASALAZINE","1405","C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O","5353980"
"INDIRUBIN","1406","C1=CC=C2C(=C1)C(=C3C(=O)C4=CC=CC=C4N3)C(=O)N2","5359405"
"BENAZEPRIL HCL","1407","CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl","5362123"
"RAMIPRIL","1408","CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O","5362129"
"BATIMASTAT (BB-94)","1409","CC(C)CC(C(CSC1=CC=CS1)C(=O)NO)C(=O)NC(CC2=CC=CC=C2)C(=O)NC","5362422"
"RIFAMPIN","1410","CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C","5381226"
"ENALAPRIL MALEATE","1411","CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O","5388961"
"NITROFURAL","1412","C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N","5447130"
"CATHARANTHINE","1413","CCC1=CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC","5458190"
"SINOMENINE","1414","CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC","5459308"
"20-HYDROXYECDYSONE","1415","CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O","5459840"
"NALOXONE HCL","1416","C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl","5464092"
"IMIDAPRIL HCL","1417","CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O","5464343"
"NALTREXONE HCL","1418","C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl","5485201"
"TROXERUTIN","1419","CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O","5486699"
"TYRPHOSTIN AG 879","1420","CC(C)(C)C1=CC(=CC(=C(N)S)C#N)C=C(C1=O)C(C)(C)C","5487525"
"DEFERASIROX","1421","C1=CC(=C2NC(=C3C=CC=CC3=O)N(N2)C4=CC=C(C=C4)C(=O)O)C(=O)C=C1","5493381"
"VX-680","1422","CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)SC4=CC=C(C=C4)NC(=O)C5CC5","5494449"
"BMS-378806","1423","CC1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4","5495818"
"GUANABENZ ACETATE","1424","CC(=O)O.C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl","5702062"
"FAMOTIDINE","1425","C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N","5702160"
"BROMHEXINE HCL","1426","CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2.Cl","5702220"
"H 89 2HCL","1427","C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br.Cl.Cl","5702541"
"DYNASORE","1428","C1=CC=C2C=C(C(=CC2=C1)C(=O)NNC=C3C=CC(=O)C(=C3)O)O","5717066"
"SIRTINOL","1429","CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2NC=C3C(=O)C=CC4=CC=CC=C43","5717148"
"SALUBRINAL","1430","C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3","5717801"
"AZTREONAM","1431","CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N","5742832"
"BAM7","1432","CCOC1=CC=CC=C1NN=C2C(=NN(C2=O)C3=NC(=CS3)C4=CC=CC=C4)C","5754137"
"GW5074","1433","C1=CC2=C(C=C1I)C(=CC3=CC(=C(C(=C3)Br)O)Br)C(=O)N2","5924208"
"RIFAPENTINE","1434","CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C6CCCC6)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C","6323497"
"TENOFOVIR DISOPROXIL FUMARATE","1435","CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O","6398764"
"ALIZAPRIDE HCL","1436","COC1=CC2=NNN=C2C=C1C(=O)NCC3CCCN3CC=C.Cl","6410734"
"SPIRAMYCIN","1437","CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C","6419898"
"HOMATROPINE BROMIDE","1438","CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br","6419941"
"BUFLOMEDIL HCL","1439","COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl","6420013"
"OXYBUPROCAINE HCL","1440","CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl","6420040"
"CYC116","1441","CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4","6420138"
"CIPROXIFAN","1442","C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3","6422124"
"FLUPIRTINE MALEATE","1443","CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N.C(=CC(=O)O)C(=O)O","6435335"
"RIFAXIMIN","1444","CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C","6436173"
"CEPHALOMANNINE","1445","CC=C(C)C(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O","6436208"
"CEFDITOREN PIVOXIL","1446","CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C","6437877"
"OZAGREL HCL","1447","C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O.Cl","6438130"
"NXY-059","1448","CC(C)(C)[N+](=CC1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])[O-].[Na+].[Na+]","6440181"
"ELAIOPHYLIN","1449","CCC1C(OC(CC1OC2CC(C(C(O2)C)O)O)(C(C)C(C(C)C3C(C=CC=CC(=O)OC(C(C=CC=CC(=O)O3)C)C(C)C(C(C)C4(CC(C(C(O4)C)CC)OC5CC(C(C(O5)C)O)O)O)O)C)O)O)C","6444206"
"MUBRITINIB (TAK 165)","1450","C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F","6444692"
"DABIGATRAN ETEXILATE","1451","CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N","6445226"
"LAQ824 (DACINOSTAT)","1452","C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO","6445533"
"PELITINIB (EKB-569)","1453","CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C","6445562"
"RUPATADINE FUMARATE","1454","CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2.C(=CC(=O)O)C(=O)O","6449107"
"RILPIVIRINE","1455","CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N","6451164"
"DIRITHROMYCIN","1456","CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O","6473883"
"17-AAG (TANESPIMYCIN)","1457","CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC","6505803"
"JIB-04","1458","C1=CC=C(C=C1)C(=NNC2=NC=C(C=C2)Cl)C3=CC=CC=N3","6519698"
"SCOPOLAMINE HBR","1459","CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.Br","6603108"
"GABEXATE MESYLATE","1460","CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N.CS(=O)(=O)O","6604561"
"CGK 733","1461","C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-]","6605258"
"CASPOFUNGIN ACETATE","1462","CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O","6850808"
"ISPINESIB (SB-715992)","1463","CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C","6851740"
"PAC-1","1464","C=CCC1=CC=CC(=CNNC(=O)CN2CCN(CC2)CC3=CC=CC=C3)C1=O","6851947"
"PIK-93","1465","CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO","6852167"
"BUTYLSCOPOLAMINE BROMIDE","1466","CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]","6852391"
"SANT-1","1467","CC1=C(C(=NN1C2=CC=CC=C2)C)C=NN3CCN(CC3)CC4=CC=CC=C4","6878030"
"ROXITHROMYCIN","1468","CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O","6915744"
"CEFDINIR","1469","C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O","6915944"
"ENALAPRILAT DIHYDRATE","1470","CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O.O.O","6917719"
"BISOPROLOL FUMARATE","1471","CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=CC(=O)O)C(=O)O","6917733"
"ARTESUNATE","1472","CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C","6917864"
"RIVASTIGMINE TARTRATE","1473","CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O","6918078"
"HALOBETASOL PROPIONATE","1474","CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl","6918178"
"SITAFLOXACIN HYDRATE","1475","C1CC12CN(CC2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5F)F.O","6918203"
"TEMSIROLIMUS","1476","CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC","6918289"
"VILAZODONE HCL","1477","C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl","6918313"
"ALISKIREN HEMIFUMARATE","1478","CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.C(=CC(=O)O)C(=O)O","6918427"
"NPS-2143","1479","CC(C)(CC1=CC2=CC=CC=C2C=C1)NCC(COC3=C(C(=CC=C3)Cl)C#N)O","6918446"
"PD184352 (CI-1040)","1480","C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl","6918454"
"PRASUGREL","1481","CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4","6918456"
"RETAPAMULIN","1482","CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C","6918462"
"VARDENAFIL HCL TRIHYDRATE","1483","CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl","6918463"
"AMBRISENTAN","1484","CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C","6918493"
"VILDAGLIPTIN (LAF-237)","1485","C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N","6918537"
"DALCETRAPIB","1486","CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C","6918540"
"BELINOSTAT (PXD101)","1487","C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO","6918638"
"DESVENLAFAXINE SUCCINATE","1488","CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O.O","6918664"
"AR-42","1489","CC(C)C(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO","6918848"
"R547","1490","COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C","6918852"
"(-)-PARTHENOLIDE","1491","CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C","7251185"
"KY02111","1492","COC1=C(C=C(C=C1)CCC(=O)NC2=NC3=C(S2)C=C(C=C3)Cl)OC","8582409"
"SL-327","1493","C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F","9549284"
"TWS119","1494","C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O","9549289"
"KRN 633","1495","CCCNC(=O)NC1=C(C=C(C=C1)OC2=NC=NC3=CC(=C(C=C32)OC)OC)Cl","9549295"
"IKK-16 (IKK INHIBITOR VII)","1496","C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5","9549298"
"PQ 401","1497","CC1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=C(C=CC(=C3)Cl)OC","9549305"
"FLUVOXAMINE MALEATE","1498","COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O","9560989"
"FURALTADONE HCL","1499","C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-].Cl","9576185"
"DEXLANSOPRAZOLE","1500","CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F","9578005"
"INIPARIB (BSI-201)","1501","C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])I","9796068"
"TAK-700 (ORTERONEL)","1502","CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)C3(CCN4C3=CN=C4)O","9796590"
"MK-0752","1503","C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl","9803433"
"GIVINOSTAT (ITF2357)","1504","CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl","9804991"
"TELATINIB","1505","CNC(=O)C1=NC=CC(=C1)COC2=NN=C(C3=C2OC=C3)NC4=CC=C(C=C4)Cl","9808844"
"UK 383367","1506","C1CCC(CC1)CCCC(CC(=O)NO)C2=NC(=NO2)C(=O)N","9818682"
"DESFESOTERODINE","1507","CC(C)N(CCC(C1=CC=CC=C1)C2=C(C=CC(=C2)CO)O)C(C)C","9819382"
"ABIRATERONE ACETATE","1508","CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C","9821849"
"LENVATINIB (E7080)","1509","COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl","9823820"
"ANDARINE","1510","CC(=O)NC1=CC=C(C=C1)OCC(C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O","9824562"
"NVP-ADW742","1511","C1CCN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6","9825149"
"AZILSARTAN","1512","CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)O","9825285"
"INDACATEROL MALEATE","1513","CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC.C(=CC(=O)O)C(=O)O","9827599"
"GSK256066","1514","CC1=C2C(=CC(=C1)S(=O)(=O)C3=CC=CC(=C3)C(=O)N(C)C)C(=C(C=N2)C(=O)N)NC4=CC(=CC=C4)OC","9827968"
"FORMOTEROL HEMIFUMARATE","1515","CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O.CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O.C(=CC(=O)O)C(=O)O","9832292"
"LY404039","1516","C1C(C2C(C2S1(=O)=O)C(=O)O)(C(=O)O)N","9834591"
"A-205804","1517","CC1=CC=C(C=C1)SC2=C3C=C(SC3=CN=C2)C(=O)N","9839311"
"AG-14361","1518","CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O","9840076"
"SEMAGACESTAT (LY450139)","1519","CC(C)C(C(=O)NC(C)C(=O)NC1C2=CC=CC=C2CCN(C1=O)C)O","9843750"
"CP-91149","1520","CN(C)C(=O)C(C(CC1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl)O","9843900"
"FESOTERODINE FUMARATE","1521","CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=CC(=O)O)C(=O)O","9849808"
"SB505124","1522","CC1=CC=CC(=N1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4","9858940"
"NU7026","1523","C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3","9860529"
"MOCETINOSTAT (MGCD0103)","1524","C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4","9865515"
"MIRABEGRON","1525","C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O","9865528"
"OSI-930","1526","C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F","9868037"
"AVANAFIL","1527","COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl","9869929"
